4512,884
3738,885
4261,886
3777,887
4177,888
3585,889
3785,890
3559,891
3613,892
3982,893
3443,894
3993,895
3640,896
4208,897
3832,898
3876,899
3497,900
3466,901
3095,902
4424,903
3878,904
4046,905
3804,906
3710,907
4747,908
4423,909
4036,910
4022,911
3454,912
4175,913
3787,914
3796,915
4103,916
4161,917
4158,918
3814,919
3527,920
3748,921
3334,922
3492,923
3962,924
3505,925
4315,926
3804,927
3863,928
4034,929
4308,930
3165,931
3641,932
3644,933
3891,934
3793,935
4270,936
4063,937
4012,938
3458,939
3890,940
4166,941
3935,942
3669,943
3866,944
3393,945
4442,946
4253,947
3727,948
3329,949
3415,950
3372,951
4430,952
4381,953
4008,954
3858,955
4121,956
4057,957
3824,958
3394,959
3558,960
3362,961
3930,962
3835,963
3830,964
3856,965
3249,966
3577,967
3933,968
3850,969
3309,970
3406,971
3506,972
3907,973
4160,974
3318,975
3662,976
3899,977
3700,978
3779,979
3473,980
3490,981
3654,982
3478,983
3495,984
3834,985
3876,986
3661,987
3618,988
3648,989
4032,990
3399,991
3916,992
4430,993
3695,994
3524,995
3571,996
3594,997
3383,998
3499,999
3589,1000
3900,1001
4114,1002
3937,1003
3399,1004
4200,1005
4488,1006
3614,1007
4051,1008
3782,1009
3391,1010
3124,1011
4053,1012
3582,1013
3666,1014
3532,1015
4046,1016
3667,1017
2857,1018
3436,1019
3791,1020
3302,1021
3104,1022
3171,1023
3572,1024
3530,1025
3175,1026
3438,1027
3903,1028
3899,1029
3401,1030
3267,1031
3451,1032
3090,1033
3413,1034
3323,1035
3680,1036
3439,1037
3853,1038
3156,1039
3279,1040
3707,1041
4006,1042
3269,1043
3071,1044
3779,1045
3548,1046
3292,1047
3497,1048
3082,1049
3248,1050
3358,1051
3803,1052
3566,1053
3145,1054
3503,1055
3571,1056
3724,1057
3615,1058
3203,1059
3609,1060
3561,1061
3979,1062
3533,1063
3689,1064
3158,1065
4005,1066
3181,1067
3479,1068
3642,1069
3632,1070
3069,1071
3394,1072
3703,1073
3165,1074
3354,1075
3000,1076
3687,1077
3556,1078
2773,1079
3058,1080
3344,1081
3493,1082
3297,1083
3360,1084
3228,1085
3277,1086
3851,1087
3067,1088
3692,1089
3402,1090
3995,1091
3318,1092
2720,1093
2937,1094
3580,1095
2939,1096
2989,1097
3586,1098
3156,1099
3246,1100
3170,1101
3268,1102
3389,1103
3381,1104
2864,1105
3740,1106
3479,1107
3647,1108
3716,1109
3284,1110
4204,1111
3735,1112
3218,1113
3685,1114
3704,1115
3214,1116
3394,1117
3233,1118
3352,1119
3391,1120
